ground,sintetic,segmentation,bingmap
CVUSA_subset\streetview\0001259.jpg,BLURRED_name_train\0001259_generated.png,TRAIN_SEGMENTED\0001259_generated_segmented.png,CVUSA_subset\bingmap\input0001259.png
CVUSA_subset\streetview\0001261.jpg,BLURRED_name_train\0001261_generated.png,TRAIN_SEGMENTED\0001261_generated_segmented.png,CVUSA_subset\bingmap\input0001261.png
CVUSA_subset\streetview\0001268.jpg,BLURRED_name_train\0001268_generated.png,TRAIN_SEGMENTED\0001268_generated_segmented.png,CVUSA_subset\bingmap\input0001268.png
CVUSA_subset\streetview\0001275.jpg,BLURRED_name_train\0001275_generated.png,TRAIN_SEGMENTED\0001275_generated_segmented.png,CVUSA_subset\bingmap\input0001275.png
CVUSA_subset\streetview\0001291.jpg,BLURRED_name_train\0001291_generated.png,TRAIN_SEGMENTED\0001291_generated_segmented.png,CVUSA_subset\bingmap\input0001291.png
CVUSA_subset\streetview\0001292.jpg,BLURRED_name_train\0001292_generated.png,TRAIN_SEGMENTED\0001292_generated_segmented.png,CVUSA_subset\bingmap\input0001292.png
CVUSA_subset\streetview\0001310.jpg,BLURRED_name_train\0001310_generated.png,TRAIN_SEGMENTED\0001310_generated_segmented.png,CVUSA_subset\bingmap\input0001310.png
CVUSA_subset\streetview\0001311.jpg,BLURRED_name_train\0001311_generated.png,TRAIN_SEGMENTED\0001311_generated_segmented.png,CVUSA_subset\bingmap\input0001311.png
CVUSA_subset\streetview\0001314.jpg,BLURRED_name_train\0001314_generated.png,TRAIN_SEGMENTED\0001314_generated_segmented.png,CVUSA_subset\bingmap\input0001314.png
CVUSA_subset\streetview\0001316.jpg,BLURRED_name_train\0001316_generated.png,TRAIN_SEGMENTED\0001316_generated_segmented.png,CVUSA_subset\bingmap\input0001316.png
CVUSA_subset\streetview\0001317.jpg,BLURRED_name_train\0001317_generated.png,TRAIN_SEGMENTED\0001317_generated_segmented.png,CVUSA_subset\bingmap\input0001317.png
CVUSA_subset\streetview\0001321.jpg,BLURRED_name_train\0001321_generated.png,TRAIN_SEGMENTED\0001321_generated_segmented.png,CVUSA_subset\bingmap\input0001321.png
CVUSA_subset\streetview\0001324.jpg,BLURRED_name_train\0001324_generated.png,TRAIN_SEGMENTED\0001324_generated_segmented.png,CVUSA_subset\bingmap\input0001324.png
CVUSA_subset\streetview\0001331.jpg,BLURRED_name_train\0001331_generated.png,TRAIN_SEGMENTED\0001331_generated_segmented.png,CVUSA_subset\bingmap\input0001331.png
CVUSA_subset\streetview\0001335.jpg,BLURRED_name_train\0001335_generated.png,TRAIN_SEGMENTED\0001335_generated_segmented.png,CVUSA_subset\bingmap\input0001335.png
CVUSA_subset\streetview\0001360.jpg,BLURRED_name_train\0001360_generated.png,TRAIN_SEGMENTED\0001360_generated_segmented.png,CVUSA_subset\bingmap\input0001360.png
CVUSA_subset\streetview\0001367.jpg,BLURRED_name_train\0001367_generated.png,TRAIN_SEGMENTED\0001367_generated_segmented.png,CVUSA_subset\bingmap\input0001367.png
CVUSA_subset\streetview\0001375.jpg,BLURRED_name_train\0001375_generated.png,TRAIN_SEGMENTED\0001375_generated_segmented.png,CVUSA_subset\bingmap\input0001375.png
CVUSA_subset\streetview\0001382.jpg,BLURRED_name_train\0001382_generated.png,TRAIN_SEGMENTED\0001382_generated_segmented.png,CVUSA_subset\bingmap\input0001382.png
CVUSA_subset\streetview\0001388.jpg,BLURRED_name_train\0001388_generated.png,TRAIN_SEGMENTED\0001388_generated_segmented.png,CVUSA_subset\bingmap\input0001388.png
CVUSA_subset\streetview\0001390.jpg,BLURRED_name_train\0001390_generated.png,TRAIN_SEGMENTED\0001390_generated_segmented.png,CVUSA_subset\bingmap\input0001390.png
CVUSA_subset\streetview\0001392.jpg,BLURRED_name_train\0001392_generated.png,TRAIN_SEGMENTED\0001392_generated_segmented.png,CVUSA_subset\bingmap\input0001392.png
CVUSA_subset\streetview\0001400.jpg,BLURRED_name_train\0001400_generated.png,TRAIN_SEGMENTED\0001400_generated_segmented.png,CVUSA_subset\bingmap\input0001400.png
CVUSA_subset\streetview\0001404.jpg,BLURRED_name_train\0001404_generated.png,TRAIN_SEGMENTED\0001404_generated_segmented.png,CVUSA_subset\bingmap\input0001404.png
CVUSA_subset\streetview\0001405.jpg,BLURRED_name_train\0001405_generated.png,TRAIN_SEGMENTED\0001405_generated_segmented.png,CVUSA_subset\bingmap\input0001405.png
CVUSA_subset\streetview\0001407.jpg,BLURRED_name_train\0001407_generated.png,TRAIN_SEGMENTED\0001407_generated_segmented.png,CVUSA_subset\bingmap\input0001407.png
CVUSA_subset\streetview\0001415.jpg,BLURRED_name_train\0001415_generated.png,TRAIN_SEGMENTED\0001415_generated_segmented.png,CVUSA_subset\bingmap\input0001415.png
CVUSA_subset\streetview\0001428.jpg,BLURRED_name_train\0001428_generated.png,TRAIN_SEGMENTED\0001428_generated_segmented.png,CVUSA_subset\bingmap\input0001428.png
CVUSA_subset\streetview\0001429.jpg,BLURRED_name_train\0001429_generated.png,TRAIN_SEGMENTED\0001429_generated_segmented.png,CVUSA_subset\bingmap\input0001429.png
CVUSA_subset\streetview\0001444.jpg,BLURRED_name_train\0001444_generated.png,TRAIN_SEGMENTED\0001444_generated_segmented.png,CVUSA_subset\bingmap\input0001444.png
CVUSA_subset\streetview\0001449.jpg,BLURRED_name_train\0001449_generated.png,TRAIN_SEGMENTED\0001449_generated_segmented.png,CVUSA_subset\bingmap\input0001449.png
CVUSA_subset\streetview\0001456.jpg,BLURRED_name_train\0001456_generated.png,TRAIN_SEGMENTED\0001456_generated_segmented.png,CVUSA_subset\bingmap\input0001456.png
CVUSA_subset\streetview\0001463.jpg,BLURRED_name_train\0001463_generated.png,TRAIN_SEGMENTED\0001463_generated_segmented.png,CVUSA_subset\bingmap\input0001463.png
CVUSA_subset\streetview\0001468.jpg,BLURRED_name_train\0001468_generated.png,TRAIN_SEGMENTED\0001468_generated_segmented.png,CVUSA_subset\bingmap\input0001468.png
CVUSA_subset\streetview\0001473.jpg,BLURRED_name_train\0001473_generated.png,TRAIN_SEGMENTED\0001473_generated_segmented.png,CVUSA_subset\bingmap\input0001473.png
CVUSA_subset\streetview\0001479.jpg,BLURRED_name_train\0001479_generated.png,TRAIN_SEGMENTED\0001479_generated_segmented.png,CVUSA_subset\bingmap\input0001479.png
CVUSA_subset\streetview\0001481.jpg,BLURRED_name_train\0001481_generated.png,TRAIN_SEGMENTED\0001481_generated_segmented.png,CVUSA_subset\bingmap\input0001481.png
CVUSA_subset\streetview\0001488.jpg,BLURRED_name_train\0001488_generated.png,TRAIN_SEGMENTED\0001488_generated_segmented.png,CVUSA_subset\bingmap\input0001488.png
CVUSA_subset\streetview\0001489.jpg,BLURRED_name_train\0001489_generated.png,TRAIN_SEGMENTED\0001489_generated_segmented.png,CVUSA_subset\bingmap\input0001489.png
CVUSA_subset\streetview\0001493.jpg,BLURRED_name_train\0001493_generated.png,TRAIN_SEGMENTED\0001493_generated_segmented.png,CVUSA_subset\bingmap\input0001493.png
CVUSA_subset\streetview\0001507.jpg,BLURRED_name_train\0001507_generated.png,TRAIN_SEGMENTED\0001507_generated_segmented.png,CVUSA_subset\bingmap\input0001507.png
CVUSA_subset\streetview\0001509.jpg,BLURRED_name_train\0001509_generated.png,TRAIN_SEGMENTED\0001509_generated_segmented.png,CVUSA_subset\bingmap\input0001509.png
CVUSA_subset\streetview\0001511.jpg,BLURRED_name_train\0001511_generated.png,TRAIN_SEGMENTED\0001511_generated_segmented.png,CVUSA_subset\bingmap\input0001511.png
CVUSA_subset\streetview\0001512.jpg,BLURRED_name_train\0001512_generated.png,TRAIN_SEGMENTED\0001512_generated_segmented.png,CVUSA_subset\bingmap\input0001512.png
CVUSA_subset\streetview\0001517.jpg,BLURRED_name_train\0001517_generated.png,TRAIN_SEGMENTED\0001517_generated_segmented.png,CVUSA_subset\bingmap\input0001517.png
CVUSA_subset\streetview\0001519.jpg,BLURRED_name_train\0001519_generated.png,TRAIN_SEGMENTED\0001519_generated_segmented.png,CVUSA_subset\bingmap\input0001519.png
CVUSA_subset\streetview\0001529.jpg,BLURRED_name_train\0001529_generated.png,TRAIN_SEGMENTED\0001529_generated_segmented.png,CVUSA_subset\bingmap\input0001529.png
CVUSA_subset\streetview\0001537.jpg,BLURRED_name_train\0001537_generated.png,TRAIN_SEGMENTED\0001537_generated_segmented.png,CVUSA_subset\bingmap\input0001537.png
CVUSA_subset\streetview\0001558.jpg,BLURRED_name_train\0001558_generated.png,TRAIN_SEGMENTED\0001558_generated_segmented.png,CVUSA_subset\bingmap\input0001558.png
CVUSA_subset\streetview\0001591.jpg,BLURRED_name_train\0001591_generated.png,TRAIN_SEGMENTED\0001591_generated_segmented.png,CVUSA_subset\bingmap\input0001591.png
CVUSA_subset\streetview\0001599.jpg,BLURRED_name_train\0001599_generated.png,TRAIN_SEGMENTED\0001599_generated_segmented.png,CVUSA_subset\bingmap\input0001599.png
CVUSA_subset\streetview\0001602.jpg,BLURRED_name_train\0001602_generated.png,TRAIN_SEGMENTED\0001602_generated_segmented.png,CVUSA_subset\bingmap\input0001602.png
CVUSA_subset\streetview\0001618.jpg,BLURRED_name_train\0001618_generated.png,TRAIN_SEGMENTED\0001618_generated_segmented.png,CVUSA_subset\bingmap\input0001618.png
CVUSA_subset\streetview\0001634.jpg,BLURRED_name_train\0001634_generated.png,TRAIN_SEGMENTED\0001634_generated_segmented.png,CVUSA_subset\bingmap\input0001634.png
CVUSA_subset\streetview\0001649.jpg,BLURRED_name_train\0001649_generated.png,TRAIN_SEGMENTED\0001649_generated_segmented.png,CVUSA_subset\bingmap\input0001649.png
CVUSA_subset\streetview\0001657.jpg,BLURRED_name_train\0001657_generated.png,TRAIN_SEGMENTED\0001657_generated_segmented.png,CVUSA_subset\bingmap\input0001657.png
CVUSA_subset\streetview\0001661.jpg,BLURRED_name_train\0001661_generated.png,TRAIN_SEGMENTED\0001661_generated_segmented.png,CVUSA_subset\bingmap\input0001661.png
CVUSA_subset\streetview\0001668.jpg,BLURRED_name_train\0001668_generated.png,TRAIN_SEGMENTED\0001668_generated_segmented.png,CVUSA_subset\bingmap\input0001668.png
CVUSA_subset\streetview\0001684.jpg,BLURRED_name_train\0001684_generated.png,TRAIN_SEGMENTED\0001684_generated_segmented.png,CVUSA_subset\bingmap\input0001684.png
CVUSA_subset\streetview\0001687.jpg,BLURRED_name_train\0001687_generated.png,TRAIN_SEGMENTED\0001687_generated_segmented.png,CVUSA_subset\bingmap\input0001687.png
CVUSA_subset\streetview\0001688.jpg,BLURRED_name_train\0001688_generated.png,TRAIN_SEGMENTED\0001688_generated_segmented.png,CVUSA_subset\bingmap\input0001688.png
CVUSA_subset\streetview\0001691.jpg,BLURRED_name_train\0001691_generated.png,TRAIN_SEGMENTED\0001691_generated_segmented.png,CVUSA_subset\bingmap\input0001691.png
CVUSA_subset\streetview\0001694.jpg,BLURRED_name_train\0001694_generated.png,TRAIN_SEGMENTED\0001694_generated_segmented.png,CVUSA_subset\bingmap\input0001694.png
CVUSA_subset\streetview\0001709.jpg,BLURRED_name_train\0001709_generated.png,TRAIN_SEGMENTED\0001709_generated_segmented.png,CVUSA_subset\bingmap\input0001709.png
CVUSA_subset\streetview\0001716.jpg,BLURRED_name_train\0001716_generated.png,TRAIN_SEGMENTED\0001716_generated_segmented.png,CVUSA_subset\bingmap\input0001716.png
CVUSA_subset\streetview\0001727.jpg,BLURRED_name_train\0001727_generated.png,TRAIN_SEGMENTED\0001727_generated_segmented.png,CVUSA_subset\bingmap\input0001727.png
CVUSA_subset\streetview\0001734.jpg,BLURRED_name_train\0001734_generated.png,TRAIN_SEGMENTED\0001734_generated_segmented.png,CVUSA_subset\bingmap\input0001734.png
CVUSA_subset\streetview\0001741.jpg,BLURRED_name_train\0001741_generated.png,TRAIN_SEGMENTED\0001741_generated_segmented.png,CVUSA_subset\bingmap\input0001741.png
CVUSA_subset\streetview\0001745.jpg,BLURRED_name_train\0001745_generated.png,TRAIN_SEGMENTED\0001745_generated_segmented.png,CVUSA_subset\bingmap\input0001745.png
CVUSA_subset\streetview\0001749.jpg,BLURRED_name_train\0001749_generated.png,TRAIN_SEGMENTED\0001749_generated_segmented.png,CVUSA_subset\bingmap\input0001749.png
CVUSA_subset\streetview\0001766.jpg,BLURRED_name_train\0001766_generated.png,TRAIN_SEGMENTED\0001766_generated_segmented.png,CVUSA_subset\bingmap\input0001766.png
CVUSA_subset\streetview\0001767.jpg,BLURRED_name_train\0001767_generated.png,TRAIN_SEGMENTED\0001767_generated_segmented.png,CVUSA_subset\bingmap\input0001767.png
CVUSA_subset\streetview\0001782.jpg,BLURRED_name_train\0001782_generated.png,TRAIN_SEGMENTED\0001782_generated_segmented.png,CVUSA_subset\bingmap\input0001782.png
CVUSA_subset\streetview\0001793.jpg,BLURRED_name_train\0001793_generated.png,TRAIN_SEGMENTED\0001793_generated_segmented.png,CVUSA_subset\bingmap\input0001793.png
CVUSA_subset\streetview\0001795.jpg,BLURRED_name_train\0001795_generated.png,TRAIN_SEGMENTED\0001795_generated_segmented.png,CVUSA_subset\bingmap\input0001795.png
CVUSA_subset\streetview\0001801.jpg,BLURRED_name_train\0001801_generated.png,TRAIN_SEGMENTED\0001801_generated_segmented.png,CVUSA_subset\bingmap\input0001801.png
CVUSA_subset\streetview\0001813.jpg,BLURRED_name_train\0001813_generated.png,TRAIN_SEGMENTED\0001813_generated_segmented.png,CVUSA_subset\bingmap\input0001813.png
CVUSA_subset\streetview\0001818.jpg,BLURRED_name_train\0001818_generated.png,TRAIN_SEGMENTED\0001818_generated_segmented.png,CVUSA_subset\bingmap\input0001818.png
CVUSA_subset\streetview\0001831.jpg,BLURRED_name_train\0001831_generated.png,TRAIN_SEGMENTED\0001831_generated_segmented.png,CVUSA_subset\bingmap\input0001831.png
CVUSA_subset\streetview\0001840.jpg,BLURRED_name_train\0001840_generated.png,TRAIN_SEGMENTED\0001840_generated_segmented.png,CVUSA_subset\bingmap\input0001840.png
CVUSA_subset\streetview\0001842.jpg,BLURRED_name_train\0001842_generated.png,TRAIN_SEGMENTED\0001842_generated_segmented.png,CVUSA_subset\bingmap\input0001842.png
CVUSA_subset\streetview\0001849.jpg,BLURRED_name_train\0001849_generated.png,TRAIN_SEGMENTED\0001849_generated_segmented.png,CVUSA_subset\bingmap\input0001849.png
CVUSA_subset\streetview\0001862.jpg,BLURRED_name_train\0001862_generated.png,TRAIN_SEGMENTED\0001862_generated_segmented.png,CVUSA_subset\bingmap\input0001862.png
CVUSA_subset\streetview\0001866.jpg,BLURRED_name_train\0001866_generated.png,TRAIN_SEGMENTED\0001866_generated_segmented.png,CVUSA_subset\bingmap\input0001866.png
CVUSA_subset\streetview\0001871.jpg,BLURRED_name_train\0001871_generated.png,TRAIN_SEGMENTED\0001871_generated_segmented.png,CVUSA_subset\bingmap\input0001871.png
CVUSA_subset\streetview\0001886.jpg,BLURRED_name_train\0001886_generated.png,TRAIN_SEGMENTED\0001886_generated_segmented.png,CVUSA_subset\bingmap\input0001886.png
CVUSA_subset\streetview\0001893.jpg,BLURRED_name_train\0001893_generated.png,TRAIN_SEGMENTED\0001893_generated_segmented.png,CVUSA_subset\bingmap\input0001893.png
CVUSA_subset\streetview\0001912.jpg,BLURRED_name_train\0001912_generated.png,TRAIN_SEGMENTED\0001912_generated_segmented.png,CVUSA_subset\bingmap\input0001912.png
CVUSA_subset\streetview\0001926.jpg,BLURRED_name_train\0001926_generated.png,TRAIN_SEGMENTED\0001926_generated_segmented.png,CVUSA_subset\bingmap\input0001926.png
CVUSA_subset\streetview\0001937.jpg,BLURRED_name_train\0001937_generated.png,TRAIN_SEGMENTED\0001937_generated_segmented.png,CVUSA_subset\bingmap\input0001937.png
CVUSA_subset\streetview\0001949.jpg,BLURRED_name_train\0001949_generated.png,TRAIN_SEGMENTED\0001949_generated_segmented.png,CVUSA_subset\bingmap\input0001949.png
CVUSA_subset\streetview\0001957.jpg,BLURRED_name_train\0001957_generated.png,TRAIN_SEGMENTED\0001957_generated_segmented.png,CVUSA_subset\bingmap\input0001957.png
CVUSA_subset\streetview\0001961.jpg,BLURRED_name_train\0001961_generated.png,TRAIN_SEGMENTED\0001961_generated_segmented.png,CVUSA_subset\bingmap\input0001961.png
CVUSA_subset\streetview\0001962.jpg,BLURRED_name_train\0001962_generated.png,TRAIN_SEGMENTED\0001962_generated_segmented.png,CVUSA_subset\bingmap\input0001962.png
CVUSA_subset\streetview\0001970.jpg,BLURRED_name_train\0001970_generated.png,TRAIN_SEGMENTED\0001970_generated_segmented.png,CVUSA_subset\bingmap\input0001970.png
CVUSA_subset\streetview\0001972.jpg,BLURRED_name_train\0001972_generated.png,TRAIN_SEGMENTED\0001972_generated_segmented.png,CVUSA_subset\bingmap\input0001972.png
CVUSA_subset\streetview\0001982.jpg,BLURRED_name_train\0001982_generated.png,TRAIN_SEGMENTED\0001982_generated_segmented.png,CVUSA_subset\bingmap\input0001982.png
CVUSA_subset\streetview\0001991.jpg,BLURRED_name_train\0001991_generated.png,TRAIN_SEGMENTED\0001991_generated_segmented.png,CVUSA_subset\bingmap\input0001991.png
CVUSA_subset\streetview\0002000.jpg,BLURRED_name_train\0002000_generated.png,TRAIN_SEGMENTED\0002000_generated_segmented.png,CVUSA_subset\bingmap\input0002000.png
CVUSA_subset\streetview\0002005.jpg,BLURRED_name_train\0002005_generated.png,TRAIN_SEGMENTED\0002005_generated_segmented.png,CVUSA_subset\bingmap\input0002005.png
CVUSA_subset\streetview\0002036.jpg,BLURRED_name_train\0002036_generated.png,TRAIN_SEGMENTED\0002036_generated_segmented.png,CVUSA_subset\bingmap\input0002036.png
CVUSA_subset\streetview\0002038.jpg,BLURRED_name_train\0002038_generated.png,TRAIN_SEGMENTED\0002038_generated_segmented.png,CVUSA_subset\bingmap\input0002038.png
CVUSA_subset\streetview\0002041.jpg,BLURRED_name_train\0002041_generated.png,TRAIN_SEGMENTED\0002041_generated_segmented.png,CVUSA_subset\bingmap\input0002041.png
CVUSA_subset\streetview\0002061.jpg,BLURRED_name_train\0002061_generated.png,TRAIN_SEGMENTED\0002061_generated_segmented.png,CVUSA_subset\bingmap\input0002061.png
CVUSA_subset\streetview\0002087.jpg,BLURRED_name_train\0002087_generated.png,TRAIN_SEGMENTED\0002087_generated_segmented.png,CVUSA_subset\bingmap\input0002087.png
CVUSA_subset\streetview\0002107.jpg,BLURRED_name_train\0002107_generated.png,TRAIN_SEGMENTED\0002107_generated_segmented.png,CVUSA_subset\bingmap\input0002107.png
CVUSA_subset\streetview\0002108.jpg,BLURRED_name_train\0002108_generated.png,TRAIN_SEGMENTED\0002108_generated_segmented.png,CVUSA_subset\bingmap\input0002108.png
CVUSA_subset\streetview\0002116.jpg,BLURRED_name_train\0002116_generated.png,TRAIN_SEGMENTED\0002116_generated_segmented.png,CVUSA_subset\bingmap\input0002116.png
CVUSA_subset\streetview\0002117.jpg,BLURRED_name_train\0002117_generated.png,TRAIN_SEGMENTED\0002117_generated_segmented.png,CVUSA_subset\bingmap\input0002117.png
CVUSA_subset\streetview\0002119.jpg,BLURRED_name_train\0002119_generated.png,TRAIN_SEGMENTED\0002119_generated_segmented.png,CVUSA_subset\bingmap\input0002119.png
CVUSA_subset\streetview\0002133.jpg,BLURRED_name_train\0002133_generated.png,TRAIN_SEGMENTED\0002133_generated_segmented.png,CVUSA_subset\bingmap\input0002133.png
CVUSA_subset\streetview\0002137.jpg,BLURRED_name_train\0002137_generated.png,TRAIN_SEGMENTED\0002137_generated_segmented.png,CVUSA_subset\bingmap\input0002137.png
CVUSA_subset\streetview\0002145.jpg,BLURRED_name_train\0002145_generated.png,TRAIN_SEGMENTED\0002145_generated_segmented.png,CVUSA_subset\bingmap\input0002145.png
CVUSA_subset\streetview\0002146.jpg,BLURRED_name_train\0002146_generated.png,TRAIN_SEGMENTED\0002146_generated_segmented.png,CVUSA_subset\bingmap\input0002146.png
CVUSA_subset\streetview\0002158.jpg,BLURRED_name_train\0002158_generated.png,TRAIN_SEGMENTED\0002158_generated_segmented.png,CVUSA_subset\bingmap\input0002158.png
CVUSA_subset\streetview\0002160.jpg,BLURRED_name_train\0002160_generated.png,TRAIN_SEGMENTED\0002160_generated_segmented.png,CVUSA_subset\bingmap\input0002160.png
CVUSA_subset\streetview\0002163.jpg,BLURRED_name_train\0002163_generated.png,TRAIN_SEGMENTED\0002163_generated_segmented.png,CVUSA_subset\bingmap\input0002163.png
